ArabidopsisGeneID, CottonGeneID, Identity%, Similarity%
>AT1G58190.2,>GhD09G084700,12.8%,21.2%
>AT1G58190.2,>GhD10G028400,13.3%,21.8%
>AT1G58190.2,>GhD11G147600,18.6%,27.3%
>AT1G58190.2,>GhA09G089700,12.9%,21.3%
>AT1G58190.2,>GhA03G115900,12.8%,20.9%
>AT1G58190.2,>GhA05G085800,11.3%,18.3%
>AT1G58190.2,>GhA05G396900,18.2%,27.9%
>AT1G58190.2,>GhD05G097500,11.3%,17.5%
>AT1G58190.2,>GhD04G021200,16.5%,25.3%
>AT1G58190.2,>GhD05G395100,17.9%,26.9%
>AT1G58190.2,>GhA02G024800,14.9%,22.6%
>AT1G58190.2,>GhA06G154300,12.9%,18.2%
>AT1G58190.2,>GhA05G139400,12.2%,19.5%
>AT1G58190.2,>GhA04G034300,13.8%,21.5%
>AT1G58190.2,>GhA04G008600,10.1%,16.7%
>AT1G58190.2,>GhA08G221500,11.4%,17.9%
>AT1G58190.2,>GhA04G034600,11.3%,17.4%
>AT1G58190.2,>GhA07G096900, 8.2%,13.6%
>AT1G58190.2,>GhD05G155100, 9.1%,14.2%
>AT1G58190.2,>GhD10G138600,10.2%,16.4%
>AT1G58190.2,>GhA07G216400, 8.8%,14.3%
>AT1G58190.2,>GhD02G030600, 9.9%,14.0%
>AT1G58190.2,>GhD02G078300, 8.3%,12.9%
>AT1G58190.2,>GhD05G396200, 8.1%,12.5%
>AT1G58190.2,>GhD01G010800, 8.1%,12.6%
>AT1G58190.2,>GhA04G048600, 8.0%,11.4%
>AT1G58190.2,>GhA07G216700, 7.0%,11.1%
>AT1G58190.2,>GhD02G030200, 8.6%,11.7%
>AT1G58190.2,>GhA01G053700, 6.6%,10.0%
>AT1G58190.2,>GhA04G008300,27.3%,40.7%
>AT1G58190.2,>GhD02G032100,31.8%,44.7%
>AT1G65380.1,>GhA03G106700,22.0%,32.1%
>AT1G65380.1,>GhD01G046100,26.0%,39.1%
>AT1G65380.1,>GhA02G156900,27.2%,38.5%
>AT1G65380.1,>GhA02G180200,13.1%,18.5%
>AT1G65380.1,>GhD06G224500,23.0%,33.8%
>AT1G65380.1,>GhA03G076200,24.1%,36.9%
>AT1G65380.1,>GhA03G127200,11.2%,17.0%
>AT1G65380.1,>GhA04G007800,27.7%,43.9%
>AT1G65380.1,>GhD01G092200,26.5%,40.5%
>AT1G65380.1,>GhA04G008400,24.3%,36.7%
>AT1G65380.1,>GhD05G389300,25.1%,38.5%
>AT1G65380.1,>GhD05G398200,23.7%,36.9%
>AT1G65380.1,>GhA04G129800,26.1%,39.7%
>AT1G65380.1,>GhD04G025800,59.2%,74.7%
>AT1G65380.1,>GhA05G008200,21.5%,33.7%
>AT1G65380.1,>GhA05G397500,60.1%,74.9%
>AT1G65380.1,>GhD11G221500,12.7%,18.1%
>AT1G65380.1,>GhD09G178000,19.4%,30.7%
>AT1G65380.1,>GhA06G196800,23.6%,36.1%
>AT1G65380.1,>GhD08G020700,20.0%,31.1%
>AT1G65380.1,>GhD08G021100,24.0%,37.1%
>AT1G65380.1,>GhA07G164200,17.8%,27.8%
>AT1G65380.1,>GhD08G025300,24.5%,37.5%
>AT1G65380.1,>GhA07G194800,23.9%,35.3%
>AT1G65380.1,>GhD08G025400,23.9%,39.1%
>AT1G65380.1,>GhA08G025800,26.5%,41.1%
>AT1G65380.1,>GhD13G171600,23.7%,37.6%
>AT1G65380.1,>GhA08G245600,25.4%,39.1%
>AT1G65380.1,>GhD10G132600,21.6%,32.6%
>AT1G65380.1,>GhA09G028900,11.3%,16.0%
>AT1G65380.1,>GhD10G132400,18.9%,29.7%
>AT1G65380.1,>GhA09G136100,27.2%,41.1%
>AT1G65380.1,>GhD03G032100,13.0%,18.4%
>AT1G65380.1,>GhA10G027700,16.2%,24.7%
>AT1G65380.1,>GhD11G337700,25.8%,38.5%
>AT1G65380.1,>GhA10G140000,19.1%,29.9%
>AT1G65380.1,>GhD04G169800,26.3%,39.8%
>AT1G65380.1,>GhD05G346300,19.5%,28.4%
>AT1G65380.1,>GhA11G075300,22.9%,36.3%
>AT1G65380.1,>GhA11G229300,12.6%,17.9%
>AT1G65380.1,>GhD08G236900,25.1%,39.2%
>AT1G65380.1,>GhA11G292000,27.5%,43.1%
>AT1G65380.1,>GhD05G388100,25.7%,39.0%
>AT1G65380.1,>GhA12G092200,12.1%,17.1%
>AT1G65380.1,>GhD07G163000,17.0%,27.0%
>AT1G65380.1,>GhD07G095200,24.1%,34.6%
>AT1G65380.1,>GhD13G060700,10.1%,16.0%
>AT1G65380.1,>GhD03G057700,26.2%,37.5%
>AT1G65380.1,>GhD13G232900,25.1%,38.1%
>AT1G65380.1,>GhD10G173100,24.0%,35.2%
>AT1G65380.1,>GhD06G069300,20.2%,30.1%
>AT1G65380.1,>GhD12G090600,12.2%,17.1%
>AT1G65380.1,>GhD06G155600,14.9%,24.5%
>AT1G65380.1,>GhD02G148100,11.2%,16.1%
>AT1G65380.1,>GhD02G148100,11.2%,16.1%
>AT1G65380.1,>GhD01G245400,22.1%,32.4%
>AT1G65380.1,>GhD01G245500,21.7%,31.8%
>AT1G65380.1,>GhA11G283800,25.3%,37.9%
>AT1G65380.1,>GhD11G338300,26.3%,38.5%
>AT1G65380.1,>GhD11G338200,22.6%,33.6%
>AT1G65380.1,>GhA13G063200,29.5%,42.8%
>AT1G65380.1,>GhD09G026100,12.8%,18.6%
>AT1G65380.1,>GhD05G013900,24.0%,33.8%
>AT1G65380.1,>GhA01G050700,24.8%,38.5%
>AT1G65380.1,>GhD02G027900,19.7%,31.2%
>AT1G65380.1,>GhD02G027800,18.3%,29.9%
>AT1G65380.1,>GhD11G075500,23.9%,38.0%
>AT1G65380.1,>GhA10G123000,27.0%,41.5%
>AT1G65380.1,>GhA01G256300,20.3%,30.9%
>AT1G65380.1,>GhD05G336900,24.9%,36.1%
>AT1G65380.1,>GhA10G135100,24.2%,35.5%
>AT1G65380.1,>GhA01G256200,23.6%,37.5%
>AT1G65380.1,>GhD04G152700,18.3%,28.9%
>AT1G65380.1,>GhA04G049100,24.8%,36.5%
>AT1G65380.1,>GhD08G020800,23.2%,35.1%
>AT1G65380.1,>GhA04G113800,20.3%,32.2%
>AT1G65380.1,>GhA04G049500,26.1%,37.6%
>AT1G65380.1,>GhD02G031400,23.1%,35.8%
>AT1G65380.1,>GhD04G152900,21.1%,32.2%
>AT1G65380.1,>GhD02G031600,21.5%,31.7%
>AT1G65380.1,>GhD05G397000,25.5%,39.2%
>AT1G65380.1,>GhA13G170200,22.6%,35.2%
>AT1G65380.1,>GhD05G396600,20.9%,33.6%
>AT1G65380.1,>GhA13G228800,24.1%,38.1%
>AT1G65380.1,>GhD01G250500,20.1%,30.9%
>AT1G65380.1,>GhD01G250400,21.8%,32.9%
>AT1G65380.1,>GhD01G248400,21.3%,31.7%
>AT1G65380.1,>GhD04G152600,21.3%,33.4%
>AT1G65380.1,>GhD10G138900,24.0%,37.1%
>AT1G65380.1,>GhD10G036800,16.8%,25.1%
>AT1G65380.1,>GhD01G046300,23.2%,36.4%
>AT1G65380.1,>GhD06G224700,17.4%,25.1%
>AT1G65380.1,>GhD02G031500,18.8%,29.1%
>AT1G65380.1,>GhD07G192700,23.6%,35.1%
>AT1G65380.1,>GhA11G356600,12.3%,20.6%
>AT1G65380.1,>GhA02G027000,17.6%,26.0%
>AT1G65380.1,>GhD10G132500,18.5%,27.3%
>AT1G65380.1,>GhA05G356600,21.0%,31.7%
>AT1G65380.1,>GhD06G224800,23.1%,33.3%
>AT1G65380.1,>GhD05G397900,21.7%,33.7%
>AT1G65380.1,>GhA01G251300,20.6%,30.5%
>AT1G65380.1,>GhA01G254200,21.1%,31.4%
>AT1G65380.1,>GhD05G395300,22.0%,33.2%
>AT1G65380.1,>GhD05G396900,24.5%,36.2%
>AT1G65380.1,>GhA08G025700,21.0%,34.2%
>AT1G65380.1,>GhD05G395000,24.1%,36.4%
>AT1G65380.1,>GhD02G045600,20.5%,34.4%
>AT1G65380.1,>GhD07G213600,25.0%,37.3%
>AT1G65380.1,>GhA11G333100,23.2%,35.5%
>AT1G65380.1,>GhA11G297300,24.1%,35.5%
>AT1G65380.1,>GhD09G061000,24.6%,37.3%
>AT1G65380.1,>GhD03G121200,24.2%,37.1%
>AT1G65380.1,>GhD05G367000,24.8%,37.2%
>AT1G65380.1,>GhD11G339300,24.6%,36.7%
>AT1G65380.1,>GhA10G097800,23.5%,34.2%
>AT1G65380.1,>GhD02G133200,24.5%,35.4%
>AT1G65380.1,>GhA13G228700,24.5%,37.1%
>AT1G65380.1,>GhA11G332000,22.5%,34.2%
>AT1G65380.1,>GhA09G067500,26.5%,39.5%
>AT1G65380.1,>GhA04G007700,25.7%,39.9%
>AT1G65380.1,>GhD12G159200,26.2%,37.4%
>AT1G65380.1,>GhA11G334000,25.6%,38.4%
>AT1G65380.1,>GhA11G283300,25.5%,37.1%
>AT1G65380.1,>GhD05G365900,25.5%,37.9%
>AT1G65380.1,>GhD05G396500,24.6%,37.9%
>AT1G65380.1,>GhD11G317300,27.1%,39.6%
>AT1G65380.1,>GhD11G339500,26.1%,38.3%
>AT1G65380.1,>GhA02G081100,24.9%,38.0%
>AT1G65380.1,>GhD01G046400,25.7%,38.9%
>AT1G65380.1,>GhA04G033800,26.1%,40.5%
>AT1G65380.1,>GhA10G123500,24.7%,37.6%
>AT1G65380.1,>GhD02G031000,26.2%,38.7%
>AT1G65380.1,>GhD05G367500,21.8%,31.9%
>AT1G65380.1,>GhD10G133200,24.9%,40.2%
>AT1G65380.1,>GhD02G031100,28.2%,42.0%
>AT1G65380.1,>GhA08G051200,26.5%,41.1%
>AT1G65380.1,>GhA05G269500,26.3%,39.2%
>AT1G65380.1,>GhA04G049200,23.6%,36.8%
>AT1G65380.1,>GhA04G007600,24.4%,37.7%
>AT1G65380.1,>GhA01G011400,26.4%,38.0%
>AT1G65380.1,>GhD01G049600,24.8%,38.9%
>AT1G65380.1,>GhD13G066900,28.7%,43.5%
>AT1G65380.1,>GhA13G229300,24.6%,37.9%
>AT1G65380.1,>GhD02G220600,28.0%,44.2%
>AT1G65380.1,>GhD05G397800,26.1%,39.3%
>AT1G65380.1,>GhD05G396100,25.8%,39.0%
>AT1G65380.1,>GhA07G032400,23.6%,34.7%
>AT1G65380.1,>GhD07G033800,23.5%,34.8%
>AT1G65380.1,>GhD02G030300,25.9%,40.8%
>AT1G65380.1,>GhD05G397600,25.0%,39.2%
>AT1G65380.1,>GhD02G131200, 6.9%,10.6%
>AT1G65380.1,>GhA10G019500,19.6%,31.5%
>AT1G65380.1,>GhD09G084700,20.0%,31.5%
>AT1G65380.1,>GhD10G028400,19.6%,30.9%
>AT1G65380.1,>GhD11G147600,24.2%,37.0%
>AT1G65380.1,>GhA09G089700,19.3%,28.8%
>AT1G65380.1,>GhA03G115900, 7.0%,10.6%
>AT1G65380.1,>GhA05G085800, 6.7%,12.6%
>AT1G65380.1,>GhA05G396900,22.5%,35.6%
>AT1G65380.1,>GhD05G097500, 6.7%,10.8%
>AT1G65380.1,>GhD04G021200,21.4%,31.3%
>AT1G65380.1,>GhD05G395100,22.6%,34.0%
>AT1G65380.1,>GhA02G024800,18.2%,28.8%
>AT1G65380.1,>GhA06G154300,15.4%,25.0%
>AT1G65380.1,>GhA05G139400,17.3%,28.1%
>AT1G65380.1,>GhA04G034300,19.1%,27.0%
>AT1G65380.1,>GhA04G008600,14.8%,24.1%
>AT1G65380.1,>GhA08G221500,17.7%,26.7%
>AT1G65380.1,>GhA04G034600,14.2%,21.9%
>AT1G65380.1,>GhA07G096900,13.2%,19.7%
>AT1G65380.1,>GhD05G155100,14.0%,21.1%
>AT1G65380.1,>GhD10G138600,15.0%,23.3%
>AT1G65380.1,>GhA07G216400,12.2%,15.8%
>AT1G65380.1,>GhD02G030600,11.1%,18.0%
>AT1G65380.1,>GhD02G078300,10.8%,17.1%
>AT1G65380.1,>GhD05G396200,10.8%,15.4%
>AT1G65380.1,>GhD01G010800, 8.5%,13.3%
>AT1G65380.1,>GhA04G048600, 9.7%,13.4%
>AT1G65380.1,>GhA07G216700, 9.8%,14.4%
>AT1G65380.1,>GhD02G030200, 9.0%,13.4%
>AT1G65380.1,>GhA01G053700, 8.6%,11.9%
>AT1G65380.1,>GhA04G008300,18.8%,29.1%
>AT1G65380.1,>GhD02G032100,19.6%,30.7%
>AT3G23010.1,>GhA03G106700,18.1%,27.1%
>AT3G23010.1,>GhD01G046100,28.7%,40.7%
>AT3G23010.1,>GhA02G156900,20.2%,30.7%
>AT3G23010.1,>GhA02G180200,12.8%,17.4%
>AT3G23010.1,>GhD06G224500,17.1%,26.1%
>AT3G23010.1,>GhA03G076200,19.9%,30.9%
>AT3G23010.1,>GhA03G127200, 9.6%,18.6%
>AT3G23010.1,>GhA04G007800,26.4%,38.1%
>AT3G23010.1,>GhD01G092200,25.0%,36.1%
>AT3G23010.1,>GhA04G008400,22.1%,32.0%
>AT3G23010.1,>GhD05G389300,23.9%,33.9%
>AT3G23010.1,>GhD05G398200,22.9%,32.7%
>AT3G23010.1,>GhA04G129800,24.8%,37.0%
>AT3G23010.1,>GhD04G025800,27.2%,40.5%
>AT3G23010.1,>GhA05G008200,21.2%,32.6%
>AT3G23010.1,>GhA05G397500,25.5%,38.1%
>AT3G23010.1,>GhD11G221500,12.5%,17.1%
>AT3G23010.1,>GhD09G178000,20.2%,29.2%
>AT3G23010.1,>GhA06G196800,22.3%,31.0%
>AT3G23010.1,>GhD08G020700,22.6%,31.6%
>AT3G23010.1,>GhD08G021100,22.5%,32.0%
>AT3G23010.1,>GhA07G164200,19.8%,29.7%
>AT3G23010.1,>GhD08G025300,21.6%,30.6%
>AT3G23010.1,>GhA07G194800,21.2%,31.6%
>AT3G23010.1,>GhD08G025400,22.5%,33.2%
>AT3G23010.1,>GhA08G025800,25.0%,36.2%
>AT3G23010.1,>GhD13G171600,24.3%,34.0%
>AT3G23010.1,>GhA08G245600,21.0%,32.6%
>AT3G23010.1,>GhD10G132600,18.5%,27.3%
>AT3G23010.1,>GhA09G028900,13.6%,23.0%
>AT3G23010.1,>GhD10G132400,17.4%,24.7%
>AT3G23010.1,>GhA09G136100,22.1%,32.9%
>AT3G23010.1,>GhD03G032100,13.4%,20.7%
>AT3G23010.1,>GhA10G027700,14.9%,22.4%
>AT3G23010.1,>GhD11G337700,20.1%,30.0%
>AT3G23010.1,>GhA10G140000,16.6%,23.9%
>AT3G23010.1,>GhD04G169800,25.6%,38.2%
>AT3G23010.1,>GhD05G346300,17.8%,24.6%
>AT3G23010.1,>GhA11G075300,23.4%,38.1%
>AT3G23010.1,>GhA11G229300,12.5%,16.9%
>AT3G23010.1,>GhD08G236900,21.3%,32.4%
>AT3G23010.1,>GhA11G292000,24.7%,39.0%
>AT3G23010.1,>GhD05G388100,24.4%,34.8%
>AT3G23010.1,>GhA12G092200,12.5%,17.1%
>AT3G23010.1,>GhD07G163000,19.6%,29.8%
>AT3G23010.1,>GhD07G095200,20.9%,31.1%
>AT3G23010.1,>GhD13G060700,12.9%,20.1%
>AT3G23010.1,>GhD03G057700,20.0%,29.4%
>AT3G23010.1,>GhD13G232900,22.1%,31.8%
>AT3G23010.1,>GhD10G173100,19.1%,29.6%
>AT3G23010.1,>GhD06G069300,24.4%,36.6%
>AT3G23010.1,>GhD12G090600,12.5%,16.9%
>AT3G23010.1,>GhD06G155600,15.4%,22.1%
>AT3G23010.1,>GhD02G148100,10.8%,19.5%
>AT3G23010.1,>GhD02G148100,10.8%,19.5%
>AT3G23010.1,>GhD01G245400,21.6%,30.5%
>AT3G23010.1,>GhD01G245500,21.5%,31.8%
>AT3G23010.1,>GhA11G283800,24.0%,34.0%
>AT3G23010.1,>GhD11G338300,21.3%,29.9%
>AT3G23010.1,>GhD11G338200,21.1%,30.1%
>AT3G23010.1,>GhA13G063200,24.1%,36.2%
>AT3G23010.1,>GhD09G026100,15.2%,25.2%
>AT3G23010.1,>GhD05G013900,20.4%,31.0%
>AT3G23010.1,>GhA01G050700,25.7%,34.4%
>AT3G23010.1,>GhD02G027900,20.5%,29.1%
>AT3G23010.1,>GhD02G027800,20.2%,28.8%
>AT3G23010.1,>GhD11G075500,23.0%,38.7%
>AT3G23010.1,>GhA10G123000,25.0%,37.1%
>AT3G23010.1,>GhA01G256300,19.9%,29.5%
>AT3G23010.1,>GhD05G336900,23.5%,32.6%
>AT3G23010.1,>GhA10G135100,20.4%,31.3%
>AT3G23010.1,>GhA01G256200,28.4%,38.9%
>AT3G23010.1,>GhD04G152700,21.9%,32.6%
>AT3G23010.1,>GhA04G049100,23.7%,33.6%
>AT3G23010.1,>GhD08G020800,22.7%,32.4%
>AT3G23010.1,>GhA04G113800,20.2%,29.0%
>AT3G23010.1,>GhA04G049500,23.1%,32.1%
>AT3G23010.1,>GhD02G031400,25.8%,37.7%
>AT3G23010.1,>GhD04G152900,20.2%,28.2%
>AT3G23010.1,>GhD02G031600,18.7%,28.7%
>AT3G23010.1,>GhD05G397000,25.9%,38.9%
>AT3G23010.1,>GhA13G170200,25.4%,35.1%
>AT3G23010.1,>GhD05G396600,20.5%,31.0%
>AT3G23010.1,>GhA13G228800,23.8%,35.3%
>AT3G23010.1,>GhD01G250500,19.9%,28.9%
>AT3G23010.1,>GhD01G250400,21.5%,30.5%
>AT3G23010.1,>GhD01G248400,21.6%,30.0%
>AT3G23010.1,>GhD04G152600,21.8%,30.3%
>AT3G23010.1,>GhD10G138900,23.2%,35.0%
>AT3G23010.1,>GhD10G036800,14.3%,21.7%
>AT3G23010.1,>GhD01G046300,24.4%,33.9%
>AT3G23010.1,>GhD06G224700,14.2%,21.7%
>AT3G23010.1,>GhD02G031500,16.5%,23.5%
>AT3G23010.1,>GhD07G192700,21.4%,31.1%
>AT3G23010.1,>GhA11G356600,10.2%,16.4%
>AT3G23010.1,>GhA02G027000,14.3%,22.0%
>AT3G23010.1,>GhD10G132500,17.5%,25.0%
>AT3G23010.1,>GhA05G356600,20.1%,29.0%
>AT3G23010.1,>GhD06G224800,17.1%,26.1%
>AT3G23010.1,>GhD05G397900,21.3%,30.2%
>AT3G23010.1,>GhA01G251300,21.4%,30.7%
>AT3G23010.1,>GhA01G254200,21.0%,29.5%
>AT3G23010.1,>GhD05G395300,22.4%,31.2%
>AT3G23010.1,>GhD05G396900,20.6%,30.1%
>AT3G23010.1,>GhA08G025700,22.6%,31.6%
>AT3G23010.1,>GhD05G395000,21.6%,31.8%
>AT3G23010.1,>GhD02G045600,21.8%,32.0%
>AT3G23010.1,>GhD07G213600,22.4%,32.5%
>AT3G23010.1,>GhA11G333100,19.7%,28.7%
>AT3G23010.1,>GhA11G297300,20.3%,30.6%
>AT3G23010.1,>GhD09G061000,23.1%,33.1%
>AT3G23010.1,>GhD03G121200,20.3%,32.3%
>AT3G23010.1,>GhD05G367000,21.6%,31.2%
>AT3G23010.1,>GhD11G339300,21.2%,30.8%
>AT3G23010.1,>GhA10G097800,19.4%,30.2%
>AT3G23010.1,>GhD02G133200,18.4%,27.3%
>AT3G23010.1,>GhA13G228700,20.7%,30.9%
>AT3G23010.1,>GhA11G332000,18.5%,28.9%
>AT3G23010.1,>GhA09G067500,23.3%,34.0%
>AT3G23010.1,>GhA04G007700,24.3%,35.3%
>AT3G23010.1,>GhD12G159200,20.5%,29.3%
>AT3G23010.1,>GhA11G334000,21.5%,31.9%
>AT3G23010.1,>GhA11G283300,20.6%,29.7%
>AT3G23010.1,>GhD05G365900,20.7%,29.9%
>AT3G23010.1,>GhD05G396500,24.4%,35.7%
>AT3G23010.1,>GhD11G317300,25.1%,36.2%
>AT3G23010.1,>GhD11G339500,21.9%,33.3%
>AT3G23010.1,>GhA02G081100,21.1%,32.0%
>AT3G23010.1,>GhD01G046400,22.4%,34.8%
>AT3G23010.1,>GhA04G033800,20.9%,31.3%
>AT3G23010.1,>GhA10G123500,26.3%,37.4%
>AT3G23010.1,>GhD02G031000,23.0%,35.4%
>AT3G23010.1,>GhD05G367500,23.8%,33.3%
>AT3G23010.1,>GhD10G133200,22.9%,33.7%
>AT3G23010.1,>GhD02G031100,22.3%,33.2%
>AT3G23010.1,>GhA08G051200,24.6%,37.1%
>AT3G23010.1,>GhA05G269500,22.6%,33.3%
>AT3G23010.1,>GhA04G049200,19.5%,29.1%
>AT3G23010.1,>GhA04G007600,28.2%,40.1%
>AT3G23010.1,>GhA01G011400,24.6%,35.9%
>AT3G23010.1,>GhD01G049600,29.8%,41.5%
>AT3G23010.1,>GhD13G066900,25.0%,37.1%
>AT3G23010.1,>GhA13G229300,28.0%,41.0%
>AT3G23010.1,>GhD02G220600,28.4%,41.8%
>AT3G23010.1,>GhD05G397800,19.5%,28.6%
>AT3G23010.1,>GhD05G396100,19.4%,28.3%
>AT3G23010.1,>GhA07G032400,19.8%,31.9%
>AT3G23010.1,>GhD07G033800,20.1%,31.7%
>AT3G23010.1,>GhD02G030300,26.4%,38.1%
>AT3G23010.1,>GhD05G397600,31.5%,46.3%
>AT3G23010.1,>GhD02G131200,18.7%,29.2%
>AT3G23010.1,>GhA10G019500,19.0%,28.0%
>AT3G23010.1,>GhD09G084700,17.3%,26.6%
>AT3G23010.1,>GhD10G028400,17.8%,26.7%
>AT3G23010.1,>GhD11G147600,21.1%,29.1%
>AT3G23010.1,>GhA09G089700,16.1%,28.0%
>AT3G23010.1,>GhA03G115900,20.0%,31.9%
>AT3G23010.1,>GhA05G085800,12.1%,19.0%
>AT3G23010.1,>GhA05G396900,25.8%,38.9%
>AT3G23010.1,>GhD05G097500,12.7%,19.8%
>AT3G23010.1,>GhD04G021200,24.4%,37.4%
>AT3G23010.1,>GhD05G395100,29.0%,43.3%
>AT3G23010.1,>GhA02G024800,25.6%,38.2%
>AT3G23010.1,>GhA06G154300,15.0%,21.6%
>AT3G23010.1,>GhA05G139400,13.8%,22.3%
>AT3G23010.1,>GhA04G034300,20.5%,29.6%
>AT3G23010.1,>GhA04G008600,20.1%,27.5%
>AT3G23010.1,>GhA08G221500,20.5%,30.5%
>AT3G23010.1,>GhA04G034600,20.5%,26.7%
>AT3G23010.1,>GhA07G096900,15.5%,23.1%
>AT3G23010.1,>GhD05G155100,12.6%,18.9%
>AT3G23010.1,>GhD10G138600,16.6%,26.6%
>AT3G23010.1,>GhA07G216400,18.3%,25.4%
>AT3G23010.1,>GhD02G030600,12.7%,19.0%
>AT3G23010.1,>GhD02G078300,13.0%,20.6%
>AT3G23010.1,>GhD05G396200,15.4%,21.1%
>AT3G23010.1,>GhD01G010800,13.8%,18.9%
>AT3G23010.1,>GhA04G048600,15.4%,20.9%
>AT3G23010.1,>GhA07G216700,13.6%,20.1%
>AT3G23010.1,>GhD02G030200,10.6%,15.5%
>AT3G23010.1,>GhA01G053700,12.0%,16.3%
>AT3G23010.1,>GhA04G008300,19.3%,29.0%
>AT3G23010.1,>GhD02G032100,17.4%,26.1%
>AT1G71390.1,>GhA03G106700,26.4%,38.6%
>AT1G71390.1,>GhD01G046100,29.8%,42.5%
>AT1G71390.1,>GhA02G156900,25.9%,39.0%
>AT1G71390.1,>GhA02G180200,10.2%,15.5%
>AT1G71390.1,>GhD06G224500,20.5%,31.0%
>AT1G71390.1,>GhA03G076200,26.5%,39.5%
>AT1G71390.1,>GhA03G127200, 9.3%,13.6%
>AT1G71390.1,>GhA04G007800,34.8%,48.5%
>AT1G71390.1,>GhD01G092200,31.9%,45.3%
>AT1G71390.1,>GhA04G008400,29.9%,42.8%
>AT1G71390.1,>GhD05G389300,31.2%,45.0%
>AT1G71390.1,>GhD05G398200,31.8%,46.1%
>AT1G71390.1,>GhA04G129800,27.8%,42.6%
>AT1G71390.1,>GhD04G025800,29.1%,44.5%
>AT1G71390.1,>GhA05G008200,25.6%,38.6%
>AT1G71390.1,>GhA05G397500,28.8%,44.4%
>AT1G71390.1,>GhD11G221500,10.4%,15.2%
>AT1G71390.1,>GhD09G178000,26.7%,38.7%
>AT1G71390.1,>GhA06G196800,29.6%,40.5%
>AT1G71390.1,>GhD08G020700,29.9%,41.5%
>AT1G71390.1,>GhD08G021100,31.3%,43.2%
>AT1G71390.1,>GhA07G164200,16.3%,26.5%
>AT1G71390.1,>GhD08G025300,30.3%,41.7%
>AT1G71390.1,>GhA07G194800,27.8%,40.2%
>AT1G71390.1,>GhD08G025400,29.5%,39.6%
>AT1G71390.1,>GhA08G025800,30.4%,43.9%
>AT1G71390.1,>GhD13G171600,31.2%,43.6%
>AT1G71390.1,>GhA08G245600,27.5%,40.2%
>AT1G71390.1,>GhD10G132600,22.9%,34.4%
>AT1G71390.1,>GhA09G028900, 9.4%,14.3%
>AT1G71390.1,>GhD10G132400,20.8%,33.0%
>AT1G71390.1,>GhA09G136100,26.1%,39.9%
>AT1G71390.1,>GhD03G032100, 9.1%,13.9%
>AT1G71390.1,>GhA10G027700, 9.7%,14.2%
>AT1G71390.1,>GhD11G337700,27.3%,40.6%
>AT1G71390.1,>GhA10G140000,18.6%,28.2%
>AT1G71390.1,>GhD04G169800,27.6%,42.9%
>AT1G71390.1,>GhD05G346300,23.9%,33.0%
>AT1G71390.1,>GhA11G075300,24.2%,35.4%
>AT1G71390.1,>GhA11G229300, 9.6%,15.3%
>AT1G71390.1,>GhD08G236900,27.2%,40.6%
>AT1G71390.1,>GhA11G292000,29.6%,45.0%
>AT1G71390.1,>GhD05G388100,32.2%,45.9%
>AT1G71390.1,>GhA12G092200, 9.9%,14.2%
>AT1G71390.1,>GhD07G163000,16.2%,26.3%
>AT1G71390.1,>GhD07G095200,28.5%,42.4%
>AT1G71390.1,>GhD13G060700,10.4%,16.0%
>AT1G71390.1,>GhD03G057700,25.2%,38.2%
>AT1G71390.1,>GhD13G232900,26.6%,41.3%
>AT1G71390.1,>GhD10G173100,26.0%,38.7%
>AT1G71390.1,>GhD06G069300,20.6%,31.0%
>AT1G71390.1,>GhD12G090600,10.0%,15.7%
>AT1G71390.1,>GhD06G155600,13.1%,21.2%
>AT1G71390.1,>GhD02G148100, 9.6%,14.4%
>AT1G71390.1,>GhD02G148100, 9.6%,14.4%
>AT1G71390.1,>GhD01G245400,27.5%,39.4%
>AT1G71390.1,>GhD01G245500,28.2%,40.9%
>AT1G71390.1,>GhA11G283800,33.2%,47.2%
>AT1G71390.1,>GhD11G338300,26.7%,38.5%
>AT1G71390.1,>GhD11G338200,25.8%,39.4%
>AT1G71390.1,>GhA13G063200,26.6%,40.7%
>AT1G71390.1,>GhD09G026100,10.7%,16.5%
>AT1G71390.1,>GhD05G013900,24.1%,34.8%
>AT1G71390.1,>GhA01G050700,25.6%,37.5%
>AT1G71390.1,>GhD02G027900,27.3%,38.6%
>AT1G71390.1,>GhD02G027800,26.7%,38.2%
>AT1G71390.1,>GhD11G075500,23.1%,34.2%
>AT1G71390.1,>GhA10G123000,31.8%,46.1%
>AT1G71390.1,>GhA01G256300,26.2%,39.1%
>AT1G71390.1,>GhD05G336900,30.3%,43.2%
>AT1G71390.1,>GhA10G135100,24.8%,38.1%
>AT1G71390.1,>GhA01G256200,30.2%,43.4%
>AT1G71390.1,>GhD04G152700,21.3%,30.1%
>AT1G71390.1,>GhA04G049100,30.8%,43.8%
>AT1G71390.1,>GhD08G020800,31.4%,44.0%
>AT1G71390.1,>GhA04G113800,25.4%,37.7%
>AT1G71390.1,>GhA04G049500,31.3%,44.6%
>AT1G71390.1,>GhD02G031400,25.0%,36.8%
>AT1G71390.1,>GhD04G152900,25.5%,37.5%
>AT1G71390.1,>GhD02G031600,23.7%,35.0%
>AT1G71390.1,>GhD05G397000,31.3%,45.7%
>AT1G71390.1,>GhA13G170200,29.5%,41.9%
>AT1G71390.1,>GhD05G396600,25.6%,36.7%
